index,barkbands_crest,barkbands_flatness_db,barkbands_kurtosis,barkbands_skewness,barkbands_spread,dissonance,erbbands_crest,erbbands_kurtosis,erbbands_skewness,erbbands_spread,hfc,melbands_crest,melbands_flatness_db,melbands_kurtosis,melbands_skewness,melbands_spread,pitch_salience,silence_rate_30dB,silence_rate_60dB,spectral_centroid,spectral_complexity,spectral_decrease,spectral_energy,spectral_energyband_high,spectral_energyband_low,spectral_energyband_middle_high,spectral_energyband_middle_low,spectral_entropy,spectral_flux,spectral_kurtosis,spectral_rms,spectral_rolloff,spectral_skewness,spectral_spread,spectral_strongpeak,track_id,zerocrossingrate,label
0,11.2225875854,0.134089753032,6.04556751251,1.54340851307,19.7317066193,0.460017442703,8.7242565155,1.01569736004,0.385854661465,30.4599266052,21.1303882599,14.7795696259,0.206593185663,13.118437767,2.32519578934,22.8435726166,0.507220566273,0.997839391232,0.0694994628429,1258.11914063,18.1292762756,-7.72803154803e-09,0.0310839097947,0.000665618805215,0.0126997977495,0.00696520414203,0.0112972985953,7.54044866562,0.0753496810794,5.69141483307,0.00503634521738,1311.27575684,1.86282491684,4714427.5,1.03485238552,TRADLES12903CF2DEE,0.0538041852415,notsad
1,9.25127983093,0.119328767061,5.42427110672,1.49941313267,28.9348182678,0.473473519087,8.88129997253,0.275229722261,0.0928638800979,41.977355957,29.685962677,14.5820865631,0.18469825387,18.0077285767,2.84015989304,30.1512794495,0.523706674576,0.999880671501,0.0585988797247,1775.60083008,26.2082595825,-7.90276288853e-09,0.0325193703175,0.00160685193259,0.0140061685815,0.00753777381033,0.0105850417167,7.7328004837,0.0935146361589,3.55642843246,0.00535048684105,1928.66271973,1.23948788643,4616504.0,0.970745563507,TRAEIKW128F1456B1A,0.0705434381962,notsad
2,9.17197036743,0.117397814989,1.32869327068,0.672510325909,32.5071182251,0.471552401781,10.5361776352,1.75753343105,-0.0782602056861,30.8059883118,35.5109596252,14.3338594437,0.15940888226,7.73071575165,1.83053815365,41.2159194946,0.546289026737,1.0,0.0861909165978,1979.65209961,27.2557926178,-6.64626798041e-09,0.0283055007458,0.00164123787545,0.00792261958122,0.0110020916909,0.00870919041336,7.74934911728,0.0918702483177,4.03020524979,0.00488650379702,2562.62768555,1.33204483986,4625278.5,1.6146749258,TRAGQAZ128F42BB9B5,0.0882451087236,notsad
3,13.3218669891,0.198664024472,22.8028640747,2.87206149101,19.7146186829,0.438999652863,10.61693573,3.25775909424,0.804494261742,48.3967094421,19.1834278107,18.3777256012,0.289714813232,57.4597625732,4.29518079758,18.4065055847,0.455270141363,0.907131314278,0.213939800858,1069.04162598,9.1431016922,-1.00493835475e-08,0.039668649435,0.00119656103197,0.027651226148,0.00314463232644,0.00808612909168,7.27851486206,0.096865400672,5.89798974991,0.00487839477137,1395.78564453,1.82309818268,6099545.5,0.594626784325,TRANLAO128F149F078,0.0583065599203,notsad
4,16.7087650299,0.238849043846,31.1122074127,4.18094682693,7.88421726227,0.417147666216,12.7692079544,4.89397668839,1.76677513123,30.2356071472,8.9708108902,17.3106269836,0.323130100965,49.7462921143,4.82229375839,6.95412826538,0.494562089443,0.99863833189,0.0871459692717,518.066467285,7.09558820724,-4.87604800981e-09,0.0192170031369,0.000310552539304,0.00124791846611,0.000841064495035,0.0173121076077,6.45758533478,0.0510409735143,12.1850090027,0.00385541864671,748.785461426,2.45258188248,4044065.75,0.885877728462,TRAOFUT12903CEFFC7,0.0329678952694,notsad
5,10.6194486618,0.1866453439,5.90457344055,1.1911636591,9.89767169952,0.415168076754,12.854382515,6.19350767136,1.2919536829,17.1962985992,13.7705192566,13.1326684952,0.276759803295,6.74074411392,1.32878601551,13.008433342,0.540462851524,0.983920931816,0.0442833602428,717.994567871,11.7344312668,-7.83415732286e-09,0.0308170355856,0.000120360178698,0.00963600724936,0.00396330701187,0.0176877174526,6.88462352753,0.0728518441319,9.83246994019,0.00506190210581,866.737976074,2.64495635033,4602299.0,1.26879787445,TRASDAP128F932E2AD,0.0366384387016,notsad
6,10.9885444641,0.168450921774,13.4234933853,1.89110660553,17.6014251709,0.445285379887,8.85482215881,1.62911069393,0.549581944942,33.621131897,23.9541931152,14.6116952896,0.257259011269,13.9202432632,2.65838479996,17.8957386017,0.555980503559,0.994519770145,0.0639977678657,928.092590332,19.67694664,-9.98563454147e-09,0.039860766381,0.000928003224544,0.0175902154297,0.00582386599854,0.0177283491939,7.19057226181,0.0773071572185,18.2568473816,0.00569661473855,1235.57983398,2.7340195179,5224158.5,0.790647685528,TRAUSJF128F92FC51C,0.0618875399232,notsad
7,11.2059345245,0.205794617534,12.9923419952,2.47486948967,11.5801181793,0.447718828917,9.02226257324,1.51726007462,0.878258228302,37.0376091003,13.2426671982,14.7803497314,0.295600265265,24.289484024,3.33325052261,10.8056268692,0.529611170292,0.987888336182,0.0295857992023,754.870361328,14.0939350128,-8.04200261939e-09,0.0315536335111,0.000248337863013,0.0135814482346,0.00333266775124,0.0159949120134,6.98235416412,0.0738178491592,9.11253547668,0.00518945604563,679.807800293,2.16749715805,3890013.25,0.740112602711,TRAVGHH128F424AC33,0.0346489623189,notsad
8,12.3107700348,0.179241850972,10.860707283,1.99685072899,15.0818719864,0.435420930386,10.6257667542,2.13170862198,0.492516726255,28.6556892395,21.4460811615,17.4035797119,0.276037275791,17.6045436859,2.72359204292,15.4737052917,0.483346819878,0.932110309601,0.0404342934489,854.078430176,14.5632095337,-1.13639977428e-08,0.0448353923857,0.000556628161576,0.0237544942647,0.00785463862121,0.0141929350793,7.18699789047,0.0905891656876,9.18592166901,0.00604047207162,861.922973633,2.34896111488,4894580.5,1.06432044506,TRBTXZM128F42A8E35,0.0435271076858,notsad
9,9.23903942108,0.127701297402,19.8998394012,2.23205852509,37.6181373596,0.476651638746,7.63671302795,0.851916968822,0.106387317181,29.322473526,309.867858887,15.1164770126,0.234423652291,17.2287445068,2.45344805717,22.3185501099,0.571621656418,0.966717898846,0.0286738350987,1257.71435547,28.4415435791,-8.31353208497e-09,0.0594831258059,0.00146943470463,0.0215047691017,0.00896101817489,0.0154930911958,7.62126016617,0.133554071188,19.6032085419,0.00735518429428,17754.7050781,2.92049574852,4238870.0,5.54153060913,TRBYYKZ128F426266D,0.323486119509,notsad
10,12.0654630661,0.213927000761,15.0589294434,2.80508971214,13.3715047836,0.451078742743,10.421339035,1.85978007317,0.832133293152,41.581741333,9.88519382477,17.0287532806,0.311558842659,36.3249778748,4.11249732971,12.1222248077,0.502745687962,0.971058726311,0.149468794465,821.031677246,7.91329813004,-5.40075451028e-09,0.0212802980095,0.000474320811918,0.00954159907997,0.00124146975577,0.0108443945646,6.9523062706,0.0450793392956,10.5051488876,0.00386846694164,820.492492676,2.09392380714,4152802.75,0.656322777271,TRBZVIO12903CEFFCE,0.0384477525949,notsad
11,9.04263496399,0.11376234144,13.5274305344,1.01007854939,30.6104221344,0.478291511536,7.83708810806,0.524220824242,-0.252069026232,35.2992553711,31.4014015198,14.2292604446,0.164553761482,66.2118606567,2.38716769218,36.9183120728,0.560789704323,0.998118162155,0.107514739037,1868.39318848,26.4707069397,-7.61977414498e-09,0.0316070765257,0.0015489369398,0.0137501703575,0.00856767687947,0.0091340020299,7.75046777725,0.0913543701172,4.48648643494,0.00509900320321,2393.5065918,1.45091187954,4402241.5,0.82950091362,TRCESCG128F148BF0D,0.081481590867,notsad
12,10.3342647552,0.180607765913,6.88330745697,1.98142945766,16.3792266846,0.45786190033,8.79575920105,0.449237853289,0.357262343168,37.0126571655,16.7017326355,14.9439382553,0.261509269476,16.6434020996,3.00442647934,16.3154640198,0.566492676735,1.0,0.0987385809422,911.864990234,18.1541252136,-7.75280373233e-09,0.03077580221,0.00044802663615,0.00921096093953,0.00429423293099,0.0202107932419,7.12736272812,0.0833920314908,14.0455732346,0.00499742617831,1070.3963623,2.32838749886,3677419.25,0.728927671909,TRCOIPE128F4249C9C,0.0439816303551,notsad
13,11.9288444519,0.183328121901,7.85467433929,1.55416321754,16.5814437866,0.441460371017,11.9626321793,1.90080356598,0.547612965107,28.6305599213,21.0861797333,16.1169567108,0.247104391456,14.8604402542,2.31597137451,19.9112472534,0.508561193943,0.993655264378,0.180384203792,1178.51623535,14.5967569351,-7.03101665778e-09,0.0284492913634,0.0010597986402,0.0104574020952,0.00553949829191,0.0127406232059,7.1828827858,0.0774438753724,8.5207118988,0.00462376652285,1465.52233887,1.95101320744,3992907.25,1.09143269062,TRCOXTS128F14A67F6,0.0542394928634,notsad
14,11.6861095428,0.175915524364,9.86571311951,1.69538843632,16.6286125183,0.457772910595,11.2949848175,2.61373066902,0.490751117468,31.1143875122,12.6927928925,15.3171443939,0.245358094573,18.7343559265,2.57716536522,23.9859733582,0.539243042469,0.98973685503,0.31328946352,1391.61083984,10.3922367096,-4.04153732703e-09,0.0164048708975,0.00062644307036,0.00499915424734,0.00311183929443,0.00820615608245,7.22866344452,0.0593502111733,8.16902065277,0.00318827945739,1834.09265137,1.96657955647,4865850.0,0.956444919109,TRCSUUJ128F4228D70,0.0639857873321,notsad
15,9.09642887115,0.108127392828,4.78828716278,1.3307403326,28.164018631,0.470146507025,7.65388298035,0.708274126053,0.0307676978409,38.2542266846,25.8755073547,13.7865552902,0.170292556286,13.7790679932,2.43278288841,32.6978607178,0.576824903488,0.996129930019,0.0936958938837,1690.93286133,28.6573982239,-6.38680219822e-09,0.0264523010701,0.00126131996512,0.00925479549915,0.00650571333244,0.0103123961017,7.6756606102,0.0872936621308,5.72217226028,0.00459776632488,2097.43774414,1.60584461689,4564493.5,0.733778834343,TRCUHOD128F4291493,0.079281181097,notsad
