index,barkbands_crest,barkbands_flatness_db,barkbands_kurtosis,barkbands_skewness,barkbands_spread,dissonance,erbbands_crest,erbbands_kurtosis,erbbands_skewness,erbbands_spread,hfc,melbands_crest,melbands_flatness_db,melbands_kurtosis,melbands_skewness,melbands_spread,pitch_salience,silence_rate_30dB,silence_rate_60dB,spectral_centroid,spectral_complexity,spectral_decrease,spectral_energy,spectral_energyband_high,spectral_energyband_low,spectral_energyband_middle_high,spectral_energyband_middle_low,spectral_entropy,spectral_flux,spectral_kurtosis,spectral_rms,spectral_rolloff,spectral_skewness,spectral_spread,spectral_strongpeak,track_id,zerocrossingrate,label
0,10.8306970596,0.228046759963,5.72582054138,1.26356482506,9.61482620239,0.409892559052,12.8236141205,2.37123537064,0.776375055313,19.4817047119,14.8296279907,13.5347604752,0.315840631723,9.13689994812,1.68927562237,13.327000618,0.526634454727,1.0,0.0628200471401,715.330993652,12.3528709412,-7.91289345159e-09,0.0312099866569,6.97762079653e-05,0.00681045325473,0.00531979138032,0.019816333428,6.50153398514,0.0570467673242,18.7086048126,0.00516652222723,992.617431641,3.11536717415,3146551.25,1.54565441608,TRAHZSJ12903CB743D,0.0361938923597,nothappy
1,13.2454824448,0.268949091434,25.2855529785,3.24860787392,10.169298172,0.432702034712,10.7535839081,3.8281981945,1.21439611912,36.8051300049,11.5892152786,17.8541488647,0.366637557745,45.9156112671,4.10973358154,9.22625637054,0.447100162506,0.945236325264,0.147786945105,745.169189453,9.37009239197,-8.23425416741e-09,0.0321290865541,0.000693110108841,0.0238018538803,0.00146031519398,0.0103110522032,6.74232530594,0.0635479837656,15.6756620407,0.00460378918797,812.830810547,2.53019428253,4012063.5,0.481686830521,TRALMRC12903CE0470,0.032013617456,nothappy
2,11.3884325027,0.181932121515,12.5392980576,2.15907287598,15.7165994644,0.434986680746,11.2972946167,2.07722568512,0.8502997756,35.5085258484,15.6095581055,15.3191356659,0.263643175364,20.9019832611,2.87988305092,16.0735149384,0.531258106232,0.998975396156,0.0404713116586,892.625183105,11.5691595078,-5.64058089125e-09,0.0227046348155,0.00051756540779,0.00682386988774,0.00396736292168,0.012864404358,6.96873378754,0.0611079670489,8.62113571167,0.00435861339793,1152.92614746,2.17624735832,4852850.5,1.13116312027,TRASCER128F1499E7F,0.0476275570691,nothappy
3,11.7860298157,0.22054849565,13.1728935242,2.58618783951,9.88178348541,0.435553997755,9.77281761169,1.7451364994,1.02449274063,33.8628807068,12.3582363129,16.4329071045,0.319370090961,25.6485710144,3.40467095375,8.63928604126,0.511551260948,0.978122532368,0.0412887819111,618.861083984,11.9197292328,-1.03509965044e-08,0.0401879809797,0.000240761306486,0.0222729537636,0.00202601542696,0.0173454284668,6.85138273239,0.0783492326736,9.92286014557,0.00585120404139,609.053161621,2.29518461227,3693151.75,0.684899568558,TRBEJBE128F4298F19,0.0277290139347,nothappy
4,11.8453035355,0.285274833441,11.2871026993,2.19566321373,5.29049253464,0.403737932444,11.3235692978,2.79769635201,1.23290348053,19.7694473267,11.7126541138,16.0274353027,0.367071419954,17.6812114716,2.67381262779,6.03985595703,0.538058578968,0.990806996822,0.0142073649913,419.080749512,11.1640634537,-9.5954613144e-09,0.0372777730227,7.55670116632e-05,0.0102710127831,0.00168344308622,0.0283546578139,6.12381792068,0.0720948576927,30.4318237305,0.00575417326763,471.741851807,3.88233017921,2443623.75,0.947301030159,TRCMNLX128F4260E20,0.0207000635564,nothappy
5,11.3561468124,0.161377727985,11.114397049,1.96538078785,15.7147436142,0.44814696908,10.4375104904,1.56058442593,0.747372031212,35.5136184692,14.0114440918,15.1989450455,0.240654021502,20.0244369507,2.73616552353,16.7178554535,0.536915302277,0.999848604202,0.131794095039,1033.24157715,12.7454957962,-5.43720490853e-09,0.0217921864241,0.000413163128542,0.00736534455791,0.00549148628488,0.00952767115086,7.32348299026,0.0696220248938,5.17536354065,0.00411214120686,996.803710938,1.66697382927,4304265.5,1.07476723194,TRCORGG128F4275A9E,0.0442421622574,nothappy
6,11.4498405457,0.198557257652,9.11739063263,2.06032371521,8.7775850296,0.42555886507,11.0002508163,3.01252198219,1.10724747181,22.3697528839,13.0335359573,13.398311615,0.278290808201,11.8773984909,2.20553517342,9.83238220215,0.548303067684,0.998695135117,0.0258910786361,580.446960449,13.4274435043,-7.46700923315e-09,0.0293643195182,0.000150898675201,0.00506810517982,0.00275019416586,0.0230370443314,6.82219028473,0.0617596618831,11.3569307327,0.00509343622252,731.668212891,2.57116818428,3868644.75,1.14833128452,TRCUPIR128F92E8043,0.0349738933146,nothappy
7,10.9040307999,0.215849816799,11.5494270325,2.26886248589,11.3005104065,0.437697291374,8.95151424408,2.28512692451,1.04731667042,30.7297687531,7.94435501099,15.1957645416,0.304996430874,20.5047473907,3.08747267723,12.7830457687,0.57419359684,0.942141413689,0.319557487965,691.983032227,8.19748210907,-1.05733146682e-08,0.0406267233193,3.45765292877e-05,0.0233178213239,0.000605786917731,0.0209320839494,6.75880098343,0.0862947106361,12.0678262711,0.00518325809389,933.246948242,2.67082190514,3633384.0,0.463371187449,TRCZCYJ128F932E519,0.0405864529312,nothappy
8,11.8798065186,0.231316074729,10.0377864838,2.10944485664,10.9253330231,0.417650610209,11.5614910126,1.47305202484,0.761499285698,27.6570911407,7.99257659912,16.8028736115,0.317083507776,15.9698371887,2.70452952385,14.0477752686,0.511056900024,0.993271827698,0.420030742884,788.437194824,8.71382808685,-3.60189722493e-09,0.0143192838877,0.000231056066696,0.00240967096761,0.00147045531776,0.0116411214694,6.41226053238,0.0250259265304,23.8020305634,0.00298334145918,992.907775879,3.07338690758,2822719.5,0.667181491852,TRDOSMO128F42637E1,0.0354350581765,nothappy
9,11.0931987762,0.202588453889,13.5060510635,2.41871881485,14.7247610092,0.446991503239,10.0396385193,1.93407690525,0.776722073555,37.5608673096,9.67935943604,15.9429645538,0.288582205772,27.7364215851,3.57111358643,16.1515445709,0.511446714401,0.994400560856,0.42398789525,941.475891113,10.3443641663,-3.43476869169e-09,0.0138415368274,0.00034710316686,0.00596760911867,0.00251620076597,0.00623290101066,6.93877744675,0.0414445623755,14.3888196945,0.00282997149043,1270.23181152,2.38000535965,4512213.5,0.436263650656,TRDQPRJ128F930FAC6,0.0513414926827,nothappy
10,12.3324890137,0.16920119524,12.081902504,1.89052069187,23.435426712,0.449543833733,10.1390962601,1.3695141077,0.363935709,41.5506858826,25.1648254395,16.9373340607,0.250330507755,24.7510490417,3.37605071068,20.6729259491,0.469608396292,0.990242421627,0.115447819233,1342.40063477,15.3790054321,-8.34350899481e-09,0.0337727330625,0.00140125630423,0.0187075678259,0.00576951587573,0.0090796854347,7.3292965889,0.0835793018341,7.0286655426,0.00515008578077,1535.65649414,1.74964809418,5024309.0,0.821218311787,TRDRQKU128F92DD7B8,0.0625832527876,nothappy
11,11.3769178391,0.203410595655,7.13648939133,1.74222970009,11.5457191467,0.419736564159,10.5103387833,1.56369662285,0.763444721699,26.2930717468,15.1880140305,14.41959095,0.283377349377,14.6064558029,2.32277107239,13.3844432831,0.577002644539,0.999169945717,0.131790101528,730.704162598,12.3410491943,-5.08150144185e-09,0.0205563586205,0.000472228100989,0.00154837605078,0.00307982321829,0.0159706491977,6.72007656097,0.0504649057984,17.0440254211,0.00398098491132,1343.85998535,2.99774003029,3733112.0,1.12126326561,TREBJPU128F92DAC89,0.0496022254229,nothappy
12,12.1370744705,0.195358663797,10.7416830063,2.05144357681,11.5939865112,0.438270151615,11.7564239502,2.39672279358,0.949620127678,30.398443222,14.0571079254,15.2114610672,0.262873768806,18.7250537872,2.71417975426,15.7764110565,0.551425933838,0.998241901398,0.0828059092164,1108.54931641,10.8718357086,-5.47143175211e-09,0.0219255182892,0.000126302678837,0.00389117002487,0.00651880912483,0.0121930493042,6.9174413681,0.0589273683727,8.22883701324,0.00420668674633,1279.83813477,2.04304361343,4325366.0,1.42975389957,TREFEFV12903CFA90D,0.0470404215157,nothappy
13,12.7510681152,0.306158453226,7.24272871017,1.37482535839,4.73275375366,0.376141279936,12.1299505234,3.96261763573,1.1392480135,13.4530105591,7.19785547256,14.8047065735,0.402300715446,9.10632705688,1.73820281029,8.52645778656,0.552059054375,0.974760472775,0.0623977556825,654.533752441,8.18228530884,-6.98852087311e-09,0.0270290486515,3.15917168336e-05,0.0110761914402,0.000882381107658,0.0161379743367,6.05539083481,0.0520461276174,35.7911605835,0.00455795833841,937.768981934,4.45422792435,3123670.0,0.691402792931,TRELYPG128F4285DBE,0.0297710634768,nothappy
14,11.5735607147,0.19301520288,17.0455474854,2.69788980484,13.9542331696,0.446697115898,10.1690101624,2.28064894676,0.877133369446,30.0087966919,102.32094574,16.8647346497,0.306767553091,20.6897983551,3.03042316437,13.2744264603,0.540481626987,0.970609903336,0.110923841596,767.522460938,12.0103235245,-8.24617973905e-09,0.0404038056731,0.000504016119521,0.0172354355454,0.00186796637718,0.016145946458,7.06875228882,0.0944602414966,16.6711902618,0.00565587496385,7035.35253906,2.82316946983,3945032.75,1.86390769482,TREQWJB12903CA9914,0.205859333277,nothappy
15,8.4759759903,0.0917904153466,1.92829811573,1.35179853439,30.0227947235,0.473809510469,7.33541631699,-0.0461137443781,0.102641202509,45.0258216858,32.5132369995,13.4370832443,0.158583149314,11.0357246399,2.66163682938,27.8667163849,0.562946856022,1.0,0.0168757736683,1471.42932129,28.2672729492,-9.1695575577e-09,0.0375571623445,0.00163584924303,0.0141559364274,0.00836826022714,0.0156127922237,7.92264175415,0.101509973407,2.89121389389,0.00589018454775,1742.31311035,1.36209142208,5405123.5,0.87112146616,TREWFUB12903CE433F,0.0740502774715,nothappy
16,11.606171608,0.196247383952,16.0643138885,2.38668417931,14.2888622284,0.435691475868,9.72525691986,2.71797728539,0.795956432819,33.4427070618,7.18045663834,15.1670570374,0.275463879108,26.0724906921,3.15205740929,18.9194660187,0.547881484032,0.98271048069,0.43593788147,1208.79699707,7.17046833038,-3.46883677338e-09,0.01374343317,0.000305084686261,0.00353937828913,0.00129036803264,0.00940565858036,7.03951311111,0.0387174673378,9.49777317047,0.00268505164422,1786.50512695,2.20250320435,5914453.0,0.443611323833,TRFBKFI128F428D0E4,0.062304854393,nothappy
17,10.5123462677,0.248462066054,4.61920642853,1.44596743584,10.3521671295,0.416487187147,10.6924562454,0.927167475224,0.455844938755,21.8848876953,14.3699941635,14.4390134811,0.338008731604,8.50671958923,1.97434008121,12.9116420746,0.520133733749,0.999273121357,0.0592938736081,717.777648926,12.6521291733,-6.53082166124e-09,0.0259521733969,0.000107654836029,0.00766454823315,0.00513989105821,0.0139128770679,6.46437311172,0.0494651906192,33.3622817993,0.00472641875967,853.941223145,3.61691784859,2486389.75,1.22725760937,TRFDDUA128F4282F84,0.0312280450016,nothappy
18,10.1011695862,0.191486477852,7.93724107742,1.76234912872,15.5193271637,0.44471564889,9.40360069275,0.907193303108,0.493537396193,30.1491260529,16.5455036163,14.2609224319,0.27101111412,14.1765623093,2.4712843895,16.5239810944,0.519466817379,0.999926030636,0.0601598359644,930.249572754,17.3514137268,-7.78346365138e-09,0.0308773107827,0.00030484618037,0.0124252866954,0.00486955838278,0.0147930020466,7.0801281929,0.0687004327774,10.8000669479,0.00515464274213,975.246643066,2.19166779518,3455354.75,0.78939640522,TRFHBAN128E0788E93,0.0385143123567,nothappy
19,10.7589216232,0.167426601052,27.0181503296,2.91506505013,29.970161438,0.468230724335,8.33067035675,1.37612390518,0.256206274033,32.6875610352,101.876953125,17.4750576019,0.279869616032,29.8131656647,3.38810968399,18.4602909088,0.536599874496,0.984845340252,0.18164755404,1113.36706543,20.511505127,-6.29051166712e-09,0.0329824574292,0.00157513737213,0.0145697752014,0.00550412898883,0.00852109026164,7.37524366379,0.0853395015001,17.729598999,0.00491119222715,7010.26269531,2.84290361404,4031197.0,1.18490076065,TRFJBGZ128F4289D55,0.200733020902,nothappy
20,9.00990486145,0.155562236905,6.72218942642,1.25207793713,21.7169246674,0.453644484282,10.3933105469,3.06552267075,0.319606631994,29.1317577362,28.649930954,14.4273118973,0.226149186492,11.4342317581,2.08792281151,24.0570087433,0.4909260571,0.973341226578,0.0295221172273,1182.1784668,22.0915279388,-1.04739514839e-08,0.0421296916902,0.000851368822623,0.016569385305,0.010081762448,0.0158676225692,7.33137226105,0.0910083428025,6.82993936539,0.00612214626744,1371.89038086,1.77875614166,4010046.75,1.22291481495,TRFLTIC12903CAF659,0.0506797656417,nothappy
